source_ko	title_en
투자판단관련주요경영사항 (트리오어社의 플랫폼 기술실시 및 라이선스 계약 체결)	Material Management Matter Related to Investment Decisions (Platform Technology Implementation and License Agreement with TRIOAR)
투자판단관련주요경영사항 (항암 신약 후보물질 Licensein 계약 체결)	Material Management Matter Related to Investment Decisions (License-In Agreement for an Anticancer Drug Candidate)
투자판단관련주요경영사항 (희귀 자가면역질환 치료 신약물질 Licensein 계약 체결)	Material Management Matter Related to Investment Decisions (License-In Agreement for a Drug Candidate Treating a Rare Autoimmune Disease)
투자판단관련주요경영사항 (히알루로니다제 공동개발 및 라이선스 계약 체결)	Material Management Matter Related to Investment Decisions (Hyaluronidase Joint Development and License Agreement)
투자판단관련주요경영사항( Tigulixostat(통풍치료제)의 다국가 임상3상 시험 중국 참여 중단)	Material Management Matter Related to Investment Decisions (Discontinuation of China's Participation in the Multinational Phase 3 Clinical Trial of Tigulixostat for Gout)
투자판단관련주요경영사항( 항체 발굴 플랫폼(SHINE MOUSE®)을 활용한 항체 발굴 및 연구개발을 위한 공동 연구 계약 체결 )	Material Management Matter Related to Investment Decisions (Joint Research Agreement for Antibody Discovery and Research and Development Using the SHINE MOUSE Antibody Discovery Platform)
투자판단관련주요경영사항('MCRC 성능개량사업' 우선협상대상자 선정)	Material Management Matter Related to Investment Decisions (Selection as Preferred Bidder for the MCRC Performance Upgrade Project)
투자판단관련주요경영사항('구축함 전투체계' 우선협상대상자 선정)	Material Management Matter Related to Investment Decisions (Selection as Preferred Bidder for the Destroyer Combat System Project)
투자판단관련주요경영사항(ADC 유방암 치료제(ALT-P7) 임상 1상 시험 결과 미 임상종양학회(ASCO)에서 발표)	Material Management Matter Related to Investment Decisions (Presentation of Phase 1 Clinical Trial Results for ALT-P7, an ADC Breast Cancer Therapy, at the American Society of Clinical Oncology)
투자판단관련주요경영사항(ALT-B4 관련 마일스톤 기술료 수령)	Material Management Matter Related to Investment Decisions (Receipt of Milestone Payment Related to ALT-B4)
투자판단관련주요경영사항(ALT-BB4 (Tergase® 테르가제, 재조합 히알루로니다제)의 안전성과 내약성 및 약동학 특성을 평가하기 위한 임상시험(Topline data) 결과)	Material Management Matter Related to Investment Decisions (Topline Clinical Trial Results Evaluating the Safety, Tolerability, and Pharmacokinetics of ALT-BB4, Tergase, a Recombinant Hyaluronidase)
투자판단관련주요경영사항(ALT-BB4 (재조합 인간 히알루로니다아제) 단회 투여의 안전성과 내약성 및 약동학 특성을 평가하기 위한 임상시험계획신청)	Material Management Matter Related to Investment Decisions (Clinical Trial Application Evaluating the Safety, Tolerability, and Pharmacokinetics of a Single Dose of ALT-BB4 Recombinant Human Hyaluronidase)
투자판단관련주요경영사항(ALT-BB4 (테르가제, 재조합 히알루로니다제)의 안전성과 내약성 및 약동학 특성을 평가하기 위한 임상시험 1상 계획 승인)	Material Management Matter Related to Investment Decisions (Phase 1 Clinical Trial Authorization Evaluating the Safety, Tolerability, and Pharmacokinetics of ALT-BB4 Tergase, a Recombinant Hyaluronidase)
투자판단관련주요경영사항(ALT-BB4(Tergase) 테르가제주 품목허가 신청)	Material Management Matter Related to Investment Decisions (Marketing Authorization Application for ALT-BB4 Tergase Injection)
투자판단관련주요경영사항(Adalimumab BS 「MA」 일본 후생노동성 판매 허가 획득)	Material Management Matter Related to Investment Decisions (Japanese Ministry of Health, Labour and Welfare Marketing Approval for Adalimumab BS MA)
투자판단관련주요경영사항(CT-P13 SC(램시마 피하주사 제형) 미국 3상 시험계획 승인(크론병 소아 환자))	Material Management Matter Related to Investment Decisions (U.S. Phase 3 Clinical Trial Authorization for CT-P13 SC, Subcutaneous Remsima, in Pediatric Crohn's Disease Patients)
투자판단관련주요경영사항(CT-P13 SC(램시마 피하주사 제형) 미국 3상 시험계획 신청(크론병 소아 환자))	Material Management Matter Related to Investment Decisions (U.S. Phase 3 Clinical Trial Application for CT-P13 SC, Subcutaneous Remsima, in Pediatric Crohn's Disease Patients)
투자판단관련주요경영사항(CT-P13 SC(램시마 피하주사 제형) 미국 임상 3상 시험계획 승인(궤양성 대장염 소아 환자))	Material Management Matter Related to Investment Decisions (U.S. Phase 3 Clinical Trial Authorization for CT-P13 SC, Subcutaneous Remsima, in Pediatric Ulcerative Colitis Patients)
투자판단관련주요경영사항(CT-P13 SC(램시마 피하주사 제형) 미국 임상 3상 시험계획 신청(궤양성 대장염 소아 환자))	Material Management Matter Related to Investment Decisions (U.S. Phase 3 Clinical Trial Application for CT-P13 SC, Subcutaneous Remsima, in Pediatric Ulcerative Colitis Patients)
투자판단관련주요경영사항(CT-P13 SC(램시마 피하주사 제형) 미국 품목허가 신청)	Material Management Matter Related to Investment Decisions (U.S. Marketing Authorization Application for CT-P13 SC, Subcutaneous Remsima)
투자판단관련주요경영사항(CT-P13 SC(램시마SC) 임상 3상(궤양성 대장염) 결과 발표)	Material Management Matter Related to Investment Decisions (Phase 3 Clinical Trial Results for CT-P13 SC Remsima SC in Ulcerative Colitis)
투자판단관련주요경영사항(CT-P13 SC(램시마SC) 임상 3상(크론병) 결과 발표)	Material Management Matter Related to Investment Decisions (Phase 3 Clinical Trial Results for CT-P13 SC Remsima SC in Crohn's Disease)
투자판단관련주요경영사항(CT-P16(아바스틴 바이오시밀러) 국내 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization Application for CT-P16, an Avastin Biosimilar)
투자판단관련주요경영사항(CT-P16(아바스틴 바이오시밀러) 미국 품목허가 신청)	Material Management Matter Related to Investment Decisions (U.S. Marketing Authorization Application for CT-P16, an Avastin Biosimilar)
투자판단관련주요경영사항(CT-P16(아바스틴 바이오시밀러) 유럽 CHMP(유럽의약품청 산하 약물사용자문위원회) 판매 승인 권고 획득)	Material Management Matter Related to Investment Decisions (CHMP Recommendation for Marketing Authorization of CT-P16, an Avastin Biosimilar)
투자판단관련주요경영사항(CT-P16(아바스틴 바이오시밀러) 유럽 품목허가 신청)	Material Management Matter Related to Investment Decisions (European Marketing Authorization Application for CT-P16, an Avastin Biosimilar)
투자판단관련주요경영사항(CT-P17(Humira Biosimilar), 유럽 판매 승인권고 획득)	Material Management Matter Related to Investment Decisions (European Recommendation for Marketing Authorization of CT-P17, a Humira Biosimilar)
투자판단관련주요경영사항(CT-P17(휴미라 바이오시밀러) 국내 품목허가 획득)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization for CT-P17, a Humira Biosimilar)
투자판단관련주요경영사항(CT-P39(졸레어 바이오시밀러) 유럽 품목허가 신청)	Material Management Matter Related to Investment Decisions (European Marketing Authorization Application for CT-P39, a Xolair Biosimilar)
투자판단관련주요경영사항(CT-P39(졸레어 바이오시밀러) 임상 3상 결과 발표)	Material Management Matter Related to Investment Decisions (Phase 3 Clinical Trial Results for CT-P39, a Xolair Biosimilar)
투자판단관련주요경영사항(CT-P39(졸레어 바이오시밀러) 한국 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization Application for CT-P39, a Xolair Biosimilar)
투자판단관련주요경영사항(CT-P41(프롤리아 바이오시밀러) 임상 3상 결과 발표)	Material Management Matter Related to Investment Decisions (Phase 3 Clinical Trial Results for CT-P41, a Prolia Biosimilar)
투자판단관련주요경영사항(CT-P41(프롤리아 바이오시밀러) 임상 3상 시험계획 국내 식약처 승인)	Material Management Matter Related to Investment Decisions (Korean MFDS Phase 3 Clinical Trial Authorization for CT-P41, a Prolia Biosimilar)
투자판단관련주요경영사항(CT-P41(프롤리아 바이오시밀러) 임상 3상 시험계획 국내 식약처 신청)	Material Management Matter Related to Investment Decisions (Korean MFDS Phase 3 Clinical Trial Application for CT-P41, a Prolia Biosimilar)
투자판단관련주요경영사항(CT-P41(프롤리아 바이오시밀러) 임상 3상 시험계획 미국 FDA 승인)	Material Management Matter Related to Investment Decisions (U.S. FDA Phase 3 Clinical Trial Authorization for CT-P41, a Prolia Biosimilar)
투자판단관련주요경영사항(CT-P41(프롤리아 바이오시밀러) 임상 3상 시험계획 미국 FDA 신청)	Material Management Matter Related to Investment Decisions (U.S. FDA Phase 3 Clinical Trial Application for CT-P41, a Prolia Biosimilar)
투자판단관련주요경영사항(CT-P41(프롤리아 바이오시밀러) 임상 3상 시험계획 유럽 우크라이나 신청)	Material Management Matter Related to Investment Decisions (Ukrainian Application for a European Phase 3 Clinical Trial of CT-P41, a Prolia Biosimilar)
투자판단관련주요경영사항(CT-P41(프롤리아&엑스지바 바이오시밀러) 미국 품목허가 신청)	Material Management Matter Related to Investment Decisions (U.S. Marketing Authorization Application for CT-P41, a Prolia and Xgeva Biosimilar)
투자판단관련주요경영사항(CT-P41(프롤리아&엑스지바 바이오시밀러) 한국 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization Application for CT-P41, a Prolia and Xgeva Biosimilar)
투자판단관련주요경영사항(CT-P42(아일리아 바이오시밀러) 3상 임상시험계획 국내 식약처 승인)	Material Management Matter Related to Investment Decisions (Korean MFDS Phase 3 Clinical Trial Authorization for CT-P42, an Eylea Biosimilar)
투자판단관련주요경영사항(CT-P42(아일리아 바이오시밀러) 미국 품목허가 신청)	Material Management Matter Related to Investment Decisions (U.S. Marketing Authorization Application for CT-P42, an Eylea Biosimilar)
투자판단관련주요경영사항(CT-P42(아일리아 바이오시밀러) 유럽 품목허가 신청)	Material Management Matter Related to Investment Decisions (European Marketing Authorization Application for CT-P42, an Eylea Biosimilar)
투자판단관련주요경영사항(CT-P42(아일리아 바이오시밀러) 임상 3상 결과 발표)	Material Management Matter Related to Investment Decisions (Phase 3 Clinical Trial Results for CT-P42, an Eylea Biosimilar)
투자판단관련주요경영사항(CT-P42(아일리아 바이오시밀러) 임상 3상 시험계획 국내 식약처 신청)	Material Management Matter Related to Investment Decisions (Korean MFDS Phase 3 Clinical Trial Application for CT-P42, an Eylea Biosimilar)
투자판단관련주요경영사항(CT-P42(아일리아 바이오시밀러) 임상 3상 시험계획 미국 FDA 승인)	Material Management Matter Related to Investment Decisions (U.S. FDA Phase 3 Clinical Trial Authorization for CT-P42, an Eylea Biosimilar)
투자판단관련주요경영사항(CT-P42(아일리아 바이오시밀러) 임상 3상 시험계획 미국 FDA 신청)	Material Management Matter Related to Investment Decisions (U.S. FDA Phase 3 Clinical Trial Application for CT-P42, an Eylea Biosimilar)
투자판단관련주요경영사항(CT-P42(아일리아 바이오시밀러) 한국 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization Application for CT-P42, an Eylea Biosimilar)
투자판단관련주요경영사항(CT-P43 국내 임상3상 시험계획 승인)	Material Management Matter Related to Investment Decisions (Korean Phase 3 Clinical Trial Authorization for CT-P43)
투자판단관련주요경영사항(CT-P43(스텔라라 바이오시밀러) 미국 품목허가 신청)	Material Management Matter Related to Investment Decisions (U.S. Marketing Authorization Application for CT-P43, a Stelara Biosimilar)
투자판단관련주요경영사항(CT-P43(스텔라라 바이오시밀러) 유럽 품목허가 신청)	Material Management Matter Related to Investment Decisions (European Marketing Authorization Application for CT-P43, a Stelara Biosimilar)
투자판단관련주요경영사항(CT-P43(스텔라라 바이오시밀러) 임상 3상 결과 발표)	Material Management Matter Related to Investment Decisions (Phase 3 Clinical Trial Results for CT-P43, a Stelara Biosimilar)
투자판단관련주요경영사항(CT-P43(스텔라라 바이오시밀러) 한국 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization Application for CT-P43, a Stelara Biosimilar)
투자판단관련주요경영사항(CT-P47(악템라 바이오시밀러) 미국 임상 3상 시험계획 신청)	Material Management Matter Related to Investment Decisions (U.S. Phase 3 Clinical Trial Application for CT-P47, an Actemra Biosimilar)
투자판단관련주요경영사항(CT-P47(악템라 바이오시밀러) 미국 품목허가 신청)	Material Management Matter Related to Investment Decisions (U.S. Marketing Authorization Application for CT-P47, an Actemra Biosimilar)
투자판단관련주요경영사항(CT-P47(악템라 바이오시밀러) 유럽 임상 3상 시험계획 승인)	Material Management Matter Related to Investment Decisions (European Phase 3 Clinical Trial Authorization for CT-P47, an Actemra Biosimilar)
투자판단관련주요경영사항(CT-P47(악템라 바이오시밀러) 유럽 임상 3상 시험계획 신청)	Material Management Matter Related to Investment Decisions (European Phase 3 Clinical Trial Application for CT-P47, an Actemra Biosimilar)
투자판단관련주요경영사항(CT-P47(악템라 바이오시밀러) 임상 3상 결과 발표)	Material Management Matter Related to Investment Decisions (Phase 3 Clinical Trial Results for CT-P47, an Actemra Biosimilar)
투자판단관련주요경영사항(CT-P53(오크레부스 바이오시밀러) 미국 임상 3상 시험계획 승인)	Material Management Matter Related to Investment Decisions (U.S. Phase 3 Clinical Trial Authorization for CT-P53, an Ocrevus Biosimilar)
투자판단관련주요경영사항(CT-P53(오크레부스 바이오시밀러) 미국 임상 3상 시험계획 신청)	Material Management Matter Related to Investment Decisions (U.S. Phase 3 Clinical Trial Application for CT-P53, an Ocrevus Biosimilar)
투자판단관련주요경영사항(CT-P53(오크레부스 바이오시밀러) 유럽 임상 3상 시험계획 승인(Part 1))	Material Management Matter Related to Investment Decisions (European Phase 3 Clinical Trial Authorization, Part 1, for CT-P53, an Ocrevus Biosimilar)
투자판단관련주요경영사항(CT-P53(오크레부스 바이오시밀러) 유럽 임상 3상 시험계획 승인(Part 2))	Material Management Matter Related to Investment Decisions (European Phase 3 Clinical Trial Authorization, Part 2, for CT-P53, an Ocrevus Biosimilar)
투자판단관련주요경영사항(CT-P53(오크레부스 바이오시밀러) 유럽 임상 3상 시험계획 신청(Part 1))	Material Management Matter Related to Investment Decisions (European Phase 3 Clinical Trial Application, Part 1, for CT-P53, an Ocrevus Biosimilar)
투자판단관련주요경영사항(CT-P53(오크레부스 바이오시밀러) 유럽 임상 3상 시험계획 신청(Part 2))	Material Management Matter Related to Investment Decisions (European Phase 3 Clinical Trial Application, Part 2, for CT-P53, an Ocrevus Biosimilar)
투자판단관련주요경영사항(CT-P63+CT-P66(코로나19 흡입형 치료제) 유럽 임상 3상 시험계획 승인)	Material Management Matter Related to Investment Decisions (European Phase 3 Clinical Trial Authorization for CT-P63 plus CT-P66, an Inhaled COVID-19 Treatment)
투자판단관련주요경영사항(CT-P63+CT-P66(코로나19 흡입형 치료제) 유럽 임상 3상 시험계획 신청)	Material Management Matter Related to Investment Decisions (European Phase 3 Clinical Trial Application for CT-P63 plus CT-P66, an Inhaled COVID-19 Treatment)
투자판단관련주요경영사항(CT-P63+CT-P66(코로나19 흡입형 치료제) 유럽 임상 중단)	Material Management Matter Related to Investment Decisions (Discontinuation of the European Clinical Trial of CT-P63 plus CT-P66, an Inhaled COVID-19 Treatment)
투자판단관련주요경영사항(HER2 양성 고형암 표적 이중항체 치료 후보물질 'ABP102' 공동 개발 계약 체결)	Material Management Matter Related to Investment Decisions (Joint Development Agreement for ABP102, a Bispecific Antibody Candidate Targeting HER2-Positive Solid Tumors)
투자판단관련주요경영사항(HER2 양성 유방암 대상자 중 표준 치료에 실패한 전이를 가진 진행성 또는 재발성 환자에게 ALT-P7을 주사제로 투여하여 안전성, 약동학, 항암효과를 평가하는 국내 임상1상 시험결과)	Material Management Matter Related to Investment Decisions (Korean Phase 1 Clinical Trial Results Evaluating the Safety, Pharmacokinetics, and Antitumor Activity of Injectable ALT-P7 in Advanced or Recurrent Metastatic HER2-Positive Breast Cancer Patients Who Failed Standard Therapy)
투자판단관련주요경영사항(Tigulixostat(통풍치료제) 미국 임상 3상 시험계획 승인)	Material Management Matter Related to Investment Decisions (U.S. Phase 3 Clinical Trial Authorization for Tigulixostat, a Gout Treatment)
투자판단관련주요경영사항(Tigulixostat(통풍치료제) 미국 임상 3상 시험계획 신청)	Material Management Matter Related to Investment Decisions (U.S. Phase 3 Clinical Trial Application for Tigulixostat, a Gout Treatment)
투자판단관련주요경영사항(Tigulixostat(통풍치료제) 유럽 임상 3상 시험계획 신청)	Material Management Matter Related to Investment Decisions (European Phase 3 Clinical Trial Application for Tigulixostat, a Gout Treatment)
투자판단관련주요경영사항(Tigulixostat(통풍치료제) 유럽 임상 3상 시험계획 조건부 승인)	Material Management Matter Related to Investment Decisions (Conditional European Phase 3 Clinical Trial Authorization for Tigulixostat, a Gout Treatment)
투자판단관련주요경영사항(Tigulixostat(통풍치료제) 중국 임상 3상 시험계획 신청)	Material Management Matter Related to Investment Decisions (Chinese Phase 3 Clinical Trial Application for Tigulixostat, a Gout Treatment)
투자판단관련주요경영사항(Tigulixostat(통풍치료제) 한국 임상 3상 시험계획 승인)	Material Management Matter Related to Investment Decisions (Korean Phase 3 Clinical Trial Authorization for Tigulixostat, a Gout Treatment)
투자판단관련주요경영사항(Tigulixostat(통풍치료제)의 유럽 임상3상 시험계획 철회)	Material Management Matter Related to Investment Decisions (Withdrawal of the European Phase 3 Clinical Trial Application for Tigulixostat, a Gout Treatment)
투자판단관련주요경영사항(기술이전계약 체결)	Material Management Matter Related to Investment Decisions (Technology Transfer Agreement)
투자판단관련주요경영사항(다중항체의 발굴 및 연구개발을 위한 공동 연구 계약 체결)	Material Management Matter Related to Investment Decisions (Joint Research Agreement for Multi-Specific Antibody Discovery and Research and Development)
투자판단관련주요경영사항(도네페질 패취 식품의약품안전처 국내 품목 허가 획득)	Material Management Matter Related to Investment Decisions (Korean MFDS Marketing Authorization for a Donepezil Patch)
투자판단관련주요경영사항(도네페질 패취 식품의약품안전처 국내 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean MFDS Marketing Authorization Application for a Donepezil Patch)
투자판단관련주요경영사항(두산엔진 주식 매각 결정)	Material Management Matter Related to Investment Decisions (Decision to Sell Shares in Doosan Engine)
투자판단관련주요경영사항(램시마SC 유럽연합 집행위원회 최종 판매허가 획득)	Material Management Matter Related to Investment Decisions (Final European Commission Marketing Authorization for Remsima SC)
투자판단관련주요경영사항(램시마SC 추가 적응증 유럽 판매 승인권고 획득)	Material Management Matter Related to Investment Decisions (European Recommendation for Marketing Authorization of Additional Indications for Remsima SC)
투자판단관련주요경영사항(램시마SC, IBD 등 적응증 유럽연합집행위원회(EC) 최종 판매허가 획득)	Material Management Matter Related to Investment Decisions (Final European Commission Marketing Authorization for Remsima SC Indications Including Inflammatory Bowel Disease)
투자판단관련주요경영사항(램시마SC, 유럽 판매 승인권고 획득)	Material Management Matter Related to Investment Decisions (European Recommendation for Marketing Authorization of Remsima SC)
투자판단관련주요경영사항(렉키로나(프로젝트명: CT-P59, 성분명: Regdanvimab), 유럽 EC(유럽연합집행위원회) 최종 판매 허가 획득)	Material Management Matter Related to Investment Decisions (Final European Commission Marketing Authorization for Regkirona, CT-P59, Regdanvimab)
투자판단관련주요경영사항(베그젤마(CT-P16, 아바스틴 바이오시밀러) 국내(MFDS) 품목허가 획득)	Material Management Matter Related to Investment Decisions (Korean MFDS Marketing Authorization for Vegzelma, CT-P16, an Avastin Biosimilar)
투자판단관련주요경영사항(베그젤마(CT-P16, 아바스틴 바이오시밀러) 미국식품의약국(FDA) 최종 판매 허가 획득)	Material Management Matter Related to Investment Decisions (Final FDA Marketing Approval for Vegzelma, CT-P16, an Avastin Biosimilar)
투자판단관련주요경영사항(베그젤마(CT-P16, 아바스틴 바이오시밀러) 유럽연합집행위원회(EC) 최종판매허가 획득)	Material Management Matter Related to Investment Decisions (Final European Commission Marketing Authorization for Vegzelma, CT-P16, an Avastin Biosimilar)
투자판단관련주요경영사항(용선료 협상 합의)	Material Management Matter Related to Investment Decisions (Agreement in Charter Rate Negotiations)
투자판단관련주요경영사항(유방암위암 치료제인 허셉틴 바이오시밀러(ALT-02)의 임상1상 시험 종료)	Material Management Matter Related to Investment Decisions (Completion of the Phase 1 Clinical Trial of ALT-02, a Herceptin Biosimilar for Breast and Gastric Cancer)
투자판단관련주요경영사항(유플라이마(CT-P17, 휴미라 바이오시밀러) 미국 상호교환성 임상 3상 시험계획 신청)	Material Management Matter Related to Investment Decisions (U.S. Phase 3 Interchangeability Clinical Trial Application for YUFLYMA, CT-P17, a Humira Biosimilar)
투자판단관련주요경영사항(유플라이마(CT-P17, 휴미라 바이오시밀러) 미국 식품의약국(FDA) 최종 판매 허가 획득)	Material Management Matter Related to Investment Decisions (Final FDA Marketing Approval for YUFLYMA, CT-P17, a Humira Biosimilar)
투자판단관련주요경영사항(유플라이마(CT-P17, 휴미라 바이오시밀러) 상호교환성 임상 3상 결과 발표)	Material Management Matter Related to Investment Decisions (Phase 3 Interchangeability Clinical Trial Results for YUFLYMA, CT-P17, a Humira Biosimilar)
투자판단관련주요경영사항(유플라이마(CT-P17, 휴미라 바이오시밀러) 상호교환성 지위 확보를 위한 미국 변경허가 신청)	Material Management Matter Related to Investment Decisions (U.S. Supplemental Application to Obtain Interchangeability Status for YUFLYMA, CT-P17, a Humira Biosimilar)
투자판단관련주요경영사항(유플라이마(CT-P17, 휴미라 바이오시밀러) 유럽 상호교환성 임상 3상 시험계획 승인)	Material Management Matter Related to Investment Decisions (European Phase 3 Interchangeability Clinical Trial Authorization for YUFLYMA, CT-P17, a Humira Biosimilar)
투자판단관련주요경영사항(유플라이마(CT-P17, 휴미라 바이오시밀러) 유럽 상호교환성 임상 3상 시험계획 신청)	Material Management Matter Related to Investment Decisions (European Phase 3 Interchangeability Clinical Trial Application for YUFLYMA, CT-P17, a Humira Biosimilar)
투자판단관련주요경영사항(유플라이마(프로젝트명: CT-P17, Humira biosimilar), 유럽연합집행위원회(EC) 최종판매허가 획득)	Material Management Matter Related to Investment Decisions (Final European Commission Marketing Authorization for YUFLYMA, CT-P17, a Humira Biosimilar)
투자판단관련주요경영사항(인간 히알루로니다제 원천 기술(ALT-B4) 라이센스 계약 체결)	Material Management Matter Related to Investment Decisions (License Agreement for the ALT-B4 Human Hyaluronidase Platform Technology)
투자판단관련주요경영사항(인간 히알루로니다제 원천 기술(ALT-B4) 비독점적 라이센스 계약 체결)	Material Management Matter Related to Investment Decisions (Non-Exclusive License Agreement for the ALT-B4 Human Hyaluronidase Platform Technology)
투자판단관련주요경영사항(인간 히알루로니다제 원천 기술(ALT-B4) 비독점적 라이센스 계약체결)	Material Management Matter Related to Investment Decisions (Non-Exclusive License Agreement for the ALT-B4 Human Hyaluronidase Platform Technology)
투자판단관련주요경영사항(인도 현지법인의 석탄화력발전소 2기 수주통보서(NOA) 접수)	Material Management Matter Related to Investment Decisions (Receipt of Notices of Award for Two Coal-Fired Power Plants by the Indian Subsidiary)
투자판단관련주요경영사항(Nectin4 단백질 표적 고형암 치료제 후보물질 SBE303 연구개발 및 상업화 계약 체결)	Material Management Matter Related to Investment Decisions (Research, Development, and Commercialization Agreement for SBE303, a Solid-Tumor Drug Candidate Targeting Nectin-4)
투자판단관련주요경영사항(SB27(Keytruda 바이오시밀러) 제3상 임상시험 1차 유효성 분석 결과 발표)	Material Management Matter Related to Investment Decisions (Primary Efficacy Analysis Results from the Phase 3 Clinical Trial of SB27, a Keytruda Biosimilar)
투자판단관련주요경영사항(SB27주(펨브롤리주맙 바이오시밀러) 한국 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization Application for SB27 Injection, a Pembrolizumab Biosimilar)
투자판단관련주요경영사항(개량항체 공동기술개발 및 기술도입 옵션계약 체결)	Material Management Matter Related to Investment Decisions (Joint Technology Development and In-Licensing Option Agreement for an Improved Antibody)
투자판단관련주요경영사항(제미다파엠서방정 국내 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization Application for Zemidapa-M Extended-Release Tablets)
투자판단관련주요경영사항(타법인 주식 및 출자증권 취득결정(pCAM JV) 취소의 건)	Material Management Matter Related to Investment Decisions (Cancellation of the Decision to Acquire Shares and Equity Securities in the pCAM Joint Venture)
투자판단관련주요경영사항(항암 신약 후보물질 Licensein 계약 체결)	Material Management Matter Related to Investment Decisions (License-In Agreement for an Anticancer Drug Candidate)
투자판단관련주요경영사항(에스케이온)	Material Management Matter Related to Investment Decisions (SK On)
투자판단관련주요경영사항(제미다파정 국내 품목 허가 획득)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization for Zemidapa Tablets)
투자판단관련주요경영사항(제미메트서방정 25/750mg 국내 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization Application for Zemimet Extended-Release Tablets 25/750 mg)
투자판단관련주요경영사항(젤렌카주(Humira biosimilar) 국내 품목허가 승인)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization for Gelenca Injection, a Humira Biosimilar)
투자판단관련주요경영사항(젤렌카주(Humira biosimilar) 국내 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization Application for Gelenca Injection, a Humira Biosimilar)
투자판단관련주요경영사항(하이니켈계 NCA 양극소재 중장기 공급계약)	Material Management Matter Related to Investment Decisions (Mid- to Long-Term Supply Agreement for High-Nickel NCA Cathode Materials)
투자판단관련주요경영사항(한국 임상 3상 시험계획 신청)	Material Management Matter Related to Investment Decisions (Korean Phase 3 Clinical Trial Application)
투자판단관련주요경영사항(지속형 인성장호르몬(ALT-P1) 해외 임상 개발을 위한 공동개발 및 기술이전 계약체결)	Material Management Matter Related to Investment Decisions (Joint Development and Technology Transfer Agreement for Overseas Clinical Development of ALT-P1, a Long-Acting Human Growth Hormone)
투자판단관련주요경영사항(Tigulixostat(통풍치료제)의 다국가 임상3상 시험 중국 참여 중단)	Material Management Matter Related to Investment Decisions (Discontinuation of China's Participation in the Multinational Phase 3 Clinical Trial of Tigulixostat for Gout)
투자판단관련주요경영사항(지주회사 적용제외 신고에 대한 검토 결과 접수)	Material Management Matter Related to Investment Decisions (Receipt of Review Results for a Filing to Exclude Holding Company Requirements)
투자판단관련주요경영사항(지주회사 전환 신고에 대한 심사 결과 접수)	Material Management Matter Related to Investment Decisions (Receipt of Review Results for the Holding Company Conversion Filing)
투자판단관련주요경영사항(짐펜트라(CT-P13 SC, 램시마 피하주사 제형) 미국식품의약국(FDA) 최종 판매 허가 획득)	Material Management Matter Related to Investment Decisions (Final FDA Marketing Approval for Zymfentra, CT-P13 SC, Subcutaneous Remsima)
투자판단관련주요경영사항(코로나19 바이러스(SARS-CoV-2) 감염환자 치료제(CT-P59) 국내 조건부허가 신청)	Material Management Matter Related to Investment Decisions (Korean Conditional Marketing Authorization Application for CT-P59, a Treatment for Patients Infected with SARS-CoV-2)
투자판단관련주요경영사항(코로나19 바이러스(SARS-CoV-2) 감염환자 치료제(CT-P59) 국내 품목변경허가 를 통한 정식 품목허가 획득)	Material Management Matter Related to Investment Decisions (Full Korean Marketing Authorization for CT-P59, a Treatment for Patients Infected with SARS-CoV-2, through a Product Authorization Amendment)
투자판단관련주요경영사항(코로나19 바이러스(SARS-CoV-2) 감염환자 치료제(CT-P59) 국내 품목변경허가 신청)	Material Management Matter Related to Investment Decisions (Korean Product Authorization Amendment Application for CT-P59, a Treatment for Patients Infected with SARS-CoV-2)
투자판단관련주요경영사항(코로나19 바이러스(SARS-CoV-2) 감염환자 치료제(CT-P59) 유럽 CHMP(유럽의약품청 산하 약물사용자문위원회) 판매 승인 권고 획득)	Material Management Matter Related to Investment Decisions (CHMP Recommendation for Marketing Authorization of CT-P59, a Treatment for Patients Infected with SARS-CoV-2)
투자판단관련주요경영사항(코로나19 바이러스(SARS-CoV-2) 감염환자 치료제(CT-P59) 유럽 정식 품목허가 신청)	Material Management Matter Related to Investment Decisions (European Full Marketing Authorization Application for CT-P59, a Treatment for Patients Infected with SARS-CoV-2)
투자판단관련주요경영사항(코로나19 바이러스(SARS-CoV-2) 감염환자 치료제(CT-P59) 임상 3상 결과 발표)	Material Management Matter Related to Investment Decisions (Phase 3 Clinical Trial Results for CT-P59, a Treatment for Patients Infected with SARS-CoV-2)
